customer_id,customer_name,segment,payment_terms,channel,city,signup_date
1896,SOPHIA MILLER ,Retail,Immediate,In-Store,Tigard,2023-07-17
1897,Jessica Williams,Retail,Immediate,In-Store,Portland,2023-02-09
1898,Isabella Jones,Retail,Immediate,In-Store,Seattle,2023-09-24
1899,Emily Garcia,Retail,Immediate,In-Store,Portland,2024-08-19
1900,AVA NELSON ,Retail,Immediate,In-Store,Hillsboro,2025-11-15
1901,EMMA SMITH ,Retail,Immediate,In-Store,Bend,2022-07-13
1902,DAVID TAYLOR ,Retail,Immediate,In-Store,Portland,2024-07-11
1903,Chloe Jones,Retail,Immediate,In-Store,Portland,2022-03-21
1904,NOAH TAYLOR ,Retail,Immediate,In-Store,Portland,2024-12-09
1905,Emma Thomas,Retail,Immediate,In-Store,Portland,2023-01-22
1906,ROBERT SMITH ,Retail,Immediate,In-Store,Portland,2024-04-18
1907,Mia Martin,Retail,Immediate,In-Store,Portland,2024-04-20
1908,CHLOE DAVIS ,Retail,Immediate,In-Store,Gresham,2023-01-25
1909,William Smith,Retail,Immediate,In-Store,Hillsboro,2023-02-08
1910,ISABELLA ANDERSON ,Retail,Immediate,In-Store,Salem,2024-11-08
1911,Chloe Davis,Retail,Immediate,In-Store,Portland,2025-04-17
1912,WILLIAM JOHNSON ,Retail,Immediate,In-Store,Portland,2025-05-05
1913,Mason Wilson,Retail,Immediate,In-Store,Bend,2025-08-28
1914,Emma Garcia,Retail,Immediate,In-Store,Vancouver,2025-06-29
1915,SOPHIA JOHNSON ,Retail,Immediate,In-Store,Portland,2025-04-17
1916,Hannah Williams,Retail,Immediate,In-Store,Portland,2025-11-02
1917,Mia Wilson,Retail,Immediate,In-Store,Portland,2023-09-15
1918,Sophia Davis,Retail,Immediate,In-Store,Portland,2024-07-09
1919,Mia Jones,Retail,Immediate,In-Store,Portland,2022-04-02
1920,DANIEL NGUYEN ,Retail,Immediate,In-Store,Portland,2025-02-07
1921,David Anderson,Retail,Immediate,In-Store,Portland,2022-02-20
1922,Ava Garcia,Retail,Immediate,In-Store,Portland,2022-07-14
1923,Daniel Jones,Retail,Immediate,In-Store,Vancouver,2024-12-14
1924,Mia Patel,Retail,Immediate,In-Store,Portland,2024-08-06
1925,Andrew Moore,Retail,Immediate,In-Store,Salem,2025-12-31
1926,Mia Taylor,Retail,Immediate,In-Store,Portland,2022-09-03
1927,Andrew Lee,Retail,Immediate,In-Store,Portland,2024-01-23
1928,Lucas Smith,Retail,Immediate,In-Store,Tigard,2024-12-29
1929,Isabella Nelson,Retail,Immediate,In-Store,Portland,2024-05-10
1930,LUCAS NGUYEN ,Retail,Immediate,In-Store, gresham,2024-11-28
1931,ROBERT BROWN ,Retail,Immediate,In-Store,Hillsboro,2024-05-19
1932,Sarah Kim,Retail,Immediate,In-Store,Portland,2022-06-18
1933,Chloe Lee,Retail,Immediate,In-Store,Portland,2023-11-06
1934,William Williams,Retail,Immediate,In-Store,Portland,2022-07-06
1935,CHRISTOPHER MARTIN ,Retail,Immediate,In-Store,Gresham,2023-12-27
1936,Emma Brown,Retail,Immediate,In-Store,Corvallis,2024-02-29
1937,William Miller,Retail,Immediate,In-Store,Bend,2024-05-25
1938,Ava Kim,Retail,Immediate,In-Store,Hillsboro,2024-12-08
1939,NOAH MOORE ,Retail,Immediate,In-Store,Portland,2022-07-16
1940,Jessica Wilson,Retail,Immediate,In-Store,Portland,2023-11-27
1941,Emily Johnson,Retail,Immediate,In-Store,Bend,2022-11-23
1942,Sarah Patel,Retail,Immediate,In-Store,Eugene,2025-06-01
1943,NOAH LEE ,Retail,Immediate,In-Store,Portland,2022-08-14
1944,LIAM MARTIN ,Retail,Immediate,In-Store,Hillsboro,2023-06-23
1945,Sarah Thomas,Retail,Immediate,In-Store,Portland,2023-11-22
1946,Sophia Jones,Retail,Immediate,In-Store,Portland,2023-01-27
1947,Jessica Williams,Retail,Immediate,In-Store,Tigard,2024-05-31
1948,CHRISTOPHER TAYLOR ,Retail,Immediate,In-Store,Gresham,2024-07-01
1949,Lucas Patel,Retail,Immediate,In-Store,Hillsboro,2022-06-15
1950,Sophia Anderson,Retail,Immediate,In-Store,Beaverton,2024-12-17
1951,Michael Thomas,Retail,Immediate,In-Store, tigard,2025-08-16
1952,Emily Smith,Retail,Immediate,In-Store,Portland,2022-01-15
1953,JOSEPH NELSON ,Retail,Immediate,In-Store,Beaverton,2025-02-15
1954,EMILY BROWN ,Retail,Immediate,In-Store,Eugene,2023-06-16
1955,Emily Kim,Retail,Immediate,In-Store,Portland,2023-11-05
1956,Ashley Taylor,Retail,Immediate,In-Store,Portland,2023-10-05
1957,Christopher Davis,Retail,Immediate,In-Store,Bend,2023-09-13
1958,OLIVIA TAYLOR ,Retail,Immediate,In-Store,Bend,2022-02-03
1959,Sophia Brown,Retail,Immediate,In-Store,Portland,2025-01-28
1960,Michael Nguyen,Retail,Immediate,In-Store,Portland,2025-05-18
1961,James Anderson,Retail,Immediate,In-Store,Portland,2022-08-23
1962,Joseph Nelson,Retail,Immediate,In-Store,Corvallis,2023-01-26
1963,Liam Johnson,Retail,Immediate,In-Store, seattle,2022-06-07
1964,Ethan Lee,Retail,Immediate,In-Store,Portland,2024-11-21
1965,Olivia Taylor,Retail,Immediate,In-Store,Portland,2024-08-24
1966,Robert Taylor,Retail,Immediate,In-Store,Gresham,2024-04-15
1967,Joseph Davis,Retail,Immediate,In-Store, portland,2023-10-11
1968,Hannah Lee,Retail,Immediate,In-Store,Tigard,2024-09-13
1969,Grace Lee,Retail,Immediate,In-Store,Beaverton,2024-06-27
1970,David Moore,Retail,Immediate,In-Store,Portland,2023-03-27
1971,MICHAEL MARTIN ,Retail,Immediate,In-Store,Gresham,2024-10-17
1972,Mason Taylor,Retail,Immediate,In-Store, seattle,2023-11-13
1973,Ethan Nelson,Retail,Immediate,In-Store, portland,2023-06-14
1974,CHLOE JOHNSON ,Retail,Immediate,In-Store,Portland,2022-02-22
1975,Ashley Nelson,Retail,Immediate,In-Store,Portland,2022-09-01
1976,David Jones,Retail,Immediate,In-Store,Salem,2024-10-05
1977,Mason Lee,Retail,Immediate,In-Store,Portland,2023-07-14
1978,Ethan Williams,Retail,Immediate,In-Store,Portland,2022-11-12
1979,Sarah Martin,Retail,Immediate,In-Store,Portland,2022-03-08
1980,Noah Carter,Retail,Immediate,In-Store,Portland,2023-05-07
1981,Lucas Williams,Retail,Immediate,In-Store, portland,2022-07-08
1982,Ashley Nelson,Retail,Immediate,In-Store, portland,2022-11-06
1983,Hannah Garcia,Retail,Immediate,In-Store,Beaverton,2025-11-27
1984,Ava Miller,Retail,Immediate,In-Store,Portland,2023-02-01
1985,Michael Garcia,Retail,Immediate,In-Store,Portland,2022-06-14
1986,Andrew Patel,Retail,Immediate,In-Store, hillsboro,2024-09-03
1987,Christopher Moore,Retail,Immediate,In-Store,Hillsboro,2022-11-20
1988,Chloe Nelson,Retail,Immediate,In-Store,Portland,2024-03-10
1989,Andrew Moore,Retail,Immediate,In-Store,Seattle,2025-06-02
1990,Chloe Nelson,Retail,Immediate,In-Store,Portland,2022-07-01
1991,David Johnson,Retail,Immediate,In-Store,Portland,2023-10-05
1992,Ella Patel,Retail,Immediate,In-Store,Portland,2024-08-23
1993,Hannah Williams,Retail,Immediate,In-Store,Corvallis,2025-08-16
1994,David Martin,Retail,Immediate,In-Store,Lake Oswego,2024-06-06
1995,Robert Jones,Retail,Immediate,In-Store,Portland,2023-06-09
1996,AVA CARTER ,Retail,Immediate,In-Store,Bend,2024-08-15
1997,JAMES LEE ,Retail,Immediate,In-Store,Portland,2022-01-27
1998,William Garcia,Retail,Immediate,In-Store, vancouver,2024-04-13
1999,WILLIAM NELSON ,Retail,Immediate,In-Store,Beaverton,2025-03-01
2000,Mia Davis,Retail,Immediate,In-Store,Portland,2024-05-27
2001,Ella Lee,Retail,Immediate,In-Store, portland,2024-06-21
2002,Michael Davis,Retail,Immediate,In-Store,Bend,2025-09-09
2003,Lucas Smith,Retail,Immediate,In-Store,Beaverton,2025-03-31
2004,MIA PATEL ,Retail,Immediate,In-Store,Portland,2024-02-01
2005,Noah Taylor,Retail,Immediate,In-Store, beaverton,2023-08-14
2006,Michael Carter,Retail,Immediate,In-Store,Corvallis,2022-02-21
2007,Olivia Wilson,Retail,Immediate,In-Store,Seattle,2024-04-18
2008,James Carter,Retail,Immediate,In-Store,Salem,2022-07-24
2009,Michael Davis,Retail,Immediate,In-Store, seattle,2023-04-17
2010,Jessica Nguyen,Retail,Immediate,In-Store,Gresham,2022-05-26
2011,Ethan Davis,Retail,Immediate,In-Store,Portland,2023-08-30
2012,Chloe Kim,Retail,Immediate,In-Store,Portland,2024-01-14
2013,ETHAN BROWN ,Retail,Immediate,In-Store,Vancouver,2024-11-26
2014,Sophia Miller,Retail,Immediate,In-Store,Gresham,2023-10-27
2015,David Martin,Retail,Immediate,In-Store,Portland,2022-07-21
2016,Emily Johnson,Retail,Immediate,In-Store,Lake Oswego,2024-02-24
2017,AVA CARTER ,Retail,Immediate,In-Store,Eugene,2022-03-13
2018,Emma Taylor,Retail,Immediate,In-Store,Gresham,2025-10-03
2019,Chloe Moore,Retail,Immediate,In-Store,Portland,2024-04-22
2020,Noah Smith,Retail,Immediate,In-Store,Portland,2025-02-23
2021,MIA THOMAS ,Retail,Immediate,In-Store,Portland,2024-04-16
2022,ROBERT SMITH ,Retail,Immediate,In-Store,Bend,2022-03-20
2023,Andrew Moore,Retail,Immediate,In-Store,Hillsboro,2024-10-26
2024,ROBERT GARCIA ,Retail,Immediate,In-Store, portland,2023-05-17
2025,Sarah Carter,Retail,Immediate,In-Store,Gresham,2023-04-09
2026,Ethan Kim,Retail,Immediate,In-Store,Portland,2023-09-07
2027,Olivia Carter,Retail,Immediate,In-Store,Portland,2022-03-01
2028,Daniel Nguyen,Retail,Immediate,In-Store,Salem,2025-12-23
2029,Mason Brown,Retail,Immediate,In-Store,Beaverton,2022-07-28
2030,Mason Wilson,Retail,Immediate,In-Store,Corvallis,2025-08-14
2031,Hannah Martin,Retail,Immediate,In-Store,Portland,2025-09-28
2032,Madison Anderson,Retail,Immediate,In-Store, salem,2023-11-20
2033,SARAH WILSON ,Retail,Immediate,In-Store,Portland,2024-07-13
2034,Olivia Carter,Retail,Immediate,In-Store,Portland,2025-03-13
2035,Mia Moore,Retail,Immediate,In-Store,Portland,2023-08-10
2036,Michael Taylor,Retail,Immediate,In-Store,Portland,2024-03-29
2037,Mia Jones,Retail,Immediate,In-Store, corvallis,2025-08-24
2038,Sarah Carter,Retail,Immediate,In-Store,Hillsboro,2024-04-02
2039,ASHLEY TAYLOR ,Retail,Immediate,In-Store,Portland,2025-05-27
2040,Ethan Kim,Retail,Immediate,In-Store, portland,2023-05-06
2041,Ethan Martin,Retail,Immediate,In-Store,Portland,2023-07-01
2042,MICHAEL SMITH ,Retail,Immediate,In-Store,Portland,2024-01-16
2043,Jessica Carter,Retail,Immediate,In-Store,Portland,2022-11-25
2044,Christopher Thomas,Retail,Immediate,In-Store,Portland,2024-09-07
2045,Lucas Jones,Retail,Immediate,In-Store,Beaverton,2022-06-12
2046,Mia Brown,Retail,Immediate,In-Store,Portland,2025-12-18
2047,Sophia Nelson,Retail,Immediate,In-Store,Portland,2024-07-27
2048,Mason Taylor,Retail,Immediate,In-Store, portland,2024-08-27
2049,Ashley Thomas,Retail,Immediate,In-Store,Hillsboro,2023-06-29
2050,James Wilson,Retail,Immediate,In-Store,Salem,2024-11-30
2051,Jessica Garcia,Retail,Immediate,In-Store,Portland,2022-12-11
2052,Liam Smith,Retail,Immediate,In-Store,Portland,2022-11-23
2053,Lucas Nguyen,Retail,Immediate,In-Store,Portland,2025-01-28
2054,Jessica Brown,Retail,Immediate,In-Store,Vancouver,2023-01-10
2055,Michael Thomas,Retail,Immediate,In-Store,Vancouver,2023-08-07
2056,Mia Davis,Retail,Immediate,In-Store,Portland,2023-06-29
2057,Matthew Nelson,Retail,Immediate,In-Store,Portland,2024-05-26
2058,Mason Martin,Retail,Immediate,In-Store,Portland,2022-08-08
2059,Emily Moore,Retail,Immediate,In-Store,Eugene,2022-12-18
2060,Olivia Davis,Retail,Immediate,In-Store,Gresham,2022-01-02
2061,Ashley Garcia,Retail,Immediate,In-Store,Portland,2022-05-15
2062,Sophia Taylor,Retail,Immediate,In-Store,Portland,2024-05-11
2063,LUCAS MARTIN ,Retail,Immediate,In-Store,Salem,2025-08-23
2064,Ethan Thomas,Retail,Immediate,In-Store, portland,2025-06-08
2065,Hannah Smith,Retail,Immediate,In-Store,Eugene,2023-02-25
2066,Ashley Patel,Retail,Immediate,In-Store,Portland,2022-10-12
2067,Ava Thomas,Retail,Immediate,In-Store,Portland,2025-05-24
2068,Michael Nelson,Retail,Immediate,In-Store, portland,2024-02-14
2069,James Garcia,Retail,Immediate,In-Store,Beaverton,2023-05-24
2070,GRACE DAVIS ,Retail,Immediate,In-Store,Lake Oswego,2024-12-29
2071,Matthew Martin,Retail,Immediate,In-Store,Beaverton,2023-02-15
2072,Christopher Smith,Retail,Immediate,In-Store,Gresham,2022-06-29
2073,Sarah Garcia,Retail,Immediate,In-Store,Hillsboro,2025-11-29
2074,Ashley Johnson,Retail,Immediate,In-Store,Portland,2025-02-27
2075,Robert Martin,Retail,Immediate,In-Store,Hillsboro,2025-10-23
2076,CHLOE WILSON ,Retail,Immediate,In-Store,Portland,2023-09-17
2077,CHLOE MARTIN ,Retail,Immediate,In-Store,Gresham,2022-10-22
2078,Robert Nguyen,Retail,Immediate,In-Store, portland,2023-09-01
2079,OLIVIA NELSON ,Retail,Immediate,In-Store,Portland,2022-11-22
2080,Grace Carter,Retail,Immediate,In-Store,Hillsboro,2025-09-02
2081,Grace Martin,Retail,Immediate,In-Store,Portland,2024-02-29
2082,Emily Lee,Retail,Immediate,In-Store,Portland,2025-06-02
2083,Joseph Kim,Retail,Immediate,In-Store,Beaverton,2023-08-26
2084,William Lee,Retail,Immediate,In-Store,Portland,2025-07-21
2085,Chloe Smith,Retail,Immediate,In-Store,Portland,2023-07-09
2086,Ella Brown,Retail,Immediate,In-Store,Eugene,2025-07-11
2087,EMILY MARTIN ,Retail,Immediate,In-Store,Portland,2023-12-08
2088,Liam Martin,Retail,Immediate,In-Store,Salem,2024-10-06
2089,Emily Garcia,Retail,Immediate,In-Store,Portland,2025-10-12
2090,Mason Williams,Retail,Immediate,In-Store,Beaverton,2024-10-01
2091,Noah Moore,Retail,Immediate,In-Store,Beaverton,2023-01-02
2092,Sophia Miller,Retail,Immediate,In-Store,Beaverton,2023-05-20
2093,HANNAH DAVIS ,Retail,Immediate,In-Store,Portland,2025-11-22
2094,Noah Moore,Retail,Immediate,In-Store,Beaverton,2025-09-23
2095,ANDREW WILSON ,Retail,Immediate,In-Store,Corvallis,2023-01-05
2096,MADISON JONES ,Retail,Immediate,In-Store,Salem,2023-10-06
2097,William Wilson,Retail,Immediate,In-Store,Portland,2025-03-21
2098,William Carter,Retail,Immediate,In-Store,Hillsboro,2023-06-11
2099,Robert Wilson,Retail,Immediate,In-Store,Beaverton,2024-10-09
2100,Ashley Miller,Retail,Immediate,In-Store,Portland,2023-01-09
2101,Noah Miller,Retail,Immediate,In-Store,Portland,2024-12-19
2102,Ava Patel,Retail,Immediate,In-Store,Portland,2024-11-11
2103,Robert Anderson,Retail,Immediate,In-Store,Portland,2024-05-26
2104,James Garcia,Retail,Immediate,In-Store,Portland,2025-09-05
2105,Christopher Anderson,Retail,Immediate,In-Store, gresham,2022-11-11
2106,Matthew Taylor,Retail,Immediate,In-Store,Eugene,2022-09-29
2107,Isabella Nelson,Retail,Immediate,In-Store,Portland,2023-12-08
2108,Mason Nguyen,Retail,Immediate,In-Store,Portland,2023-03-03
2109,Matthew Lee,Retail,Immediate,In-Store, gresham,2025-05-14
2110,Liam Moore,Retail,Immediate,In-Store,Portland,2024-10-19
2111,David Patel,Retail,Immediate,In-Store,Gresham,2024-01-01
2112,Liam Anderson,Retail,Immediate,In-Store,Portland,2025-08-19
2113,Joseph Kim,Retail,Immediate,In-Store,Hillsboro,2024-05-10
2114,Grace Smith,Retail,Immediate,In-Store,Portland,2025-12-30
2115,Matthew Kim,Retail,Immediate,In-Store,Portland,2022-05-02
2116,Mia Williams,Retail,Immediate,In-Store,Hillsboro,2022-03-13
2117,Mason Smith,Retail,Immediate,In-Store,Lake Oswego,2025-11-18
2118,DAVID GARCIA ,Retail,Immediate,In-Store,Portland,2022-05-31
2119,Andrew Lee,Retail,Immediate,In-Store,Portland,2024-11-01
2120,Hannah Davis,Retail,Immediate,In-Store,Portland,2023-06-15
2121,Daniel Garcia,Retail,Immediate,In-Store,Hillsboro,2024-10-28
2122,Robert Taylor,Retail,Immediate,In-Store,Bend,2023-09-11
2123,David Martin,Retail,Immediate,In-Store,Portland,2022-08-07
2124,Mason Martin,Retail,Immediate,In-Store,Beaverton,2022-09-24
2125,Robert Nguyen,Retail,Immediate,In-Store,Portland,2025-11-01
2126,Emily Davis,Retail,Immediate,In-Store,Beaverton,2025-03-09
2127,Mia Davis,Retail,Immediate,In-Store,Tigard,2024-08-26
2128,Emily Brown,Retail,Immediate,In-Store,Beaverton,2025-10-24
2129,LUCAS SMITH ,Retail,Immediate,In-Store,Portland,2024-01-14
2130,Mia Carter,Retail,Immediate,In-Store,Portland,2024-10-14
2131,Jessica Wilson,Retail,Immediate,In-Store,Bend,2025-06-29
2132,Mason Carter,Retail,Immediate,In-Store,Seattle,2024-02-29
2133,Michael Kim,Retail,Immediate,In-Store,Portland,2025-09-20
2134,Isabella Martin,Retail,Immediate,In-Store,Portland,2025-06-02
2135,Lucas Nelson,Retail,Immediate,In-Store,Vancouver,2024-04-21
2136,Robert Brown,Retail,Immediate,In-Store,Portland,2024-11-23
2137,Ashley Jones,Retail,Immediate,In-Store,Hillsboro,2022-01-07
2138,Mason Garcia,Retail,Immediate,In-Store,Beaverton,2025-02-17
2139,Robert Nguyen,Retail,Immediate,In-Store, beaverton,2022-09-07
2140,Michael Miller,Retail,Immediate,In-Store,Portland,2025-02-03
2141,Daniel Smith,Retail,Immediate,In-Store,Beaverton,2022-11-10
2142,ELLA BROWN ,Retail,Immediate,In-Store,Portland,2022-04-15
2143,Ethan Jones,Retail,Immediate,In-Store, beaverton,2024-01-21
2144,William Garcia,Retail,Immediate,In-Store,Lake Oswego,2022-01-18
2145,Jessica Patel,Retail,Immediate,In-Store,Bend,2023-02-24
2146,ELLA MARTIN ,Retail,Immediate,In-Store,Beaverton,2023-02-19
2147,Chloe Smith,Retail,Immediate,In-Store,Eugene,2022-03-27
2148,Lucas Martin,Retail,Immediate,In-Store,Portland,2023-09-14
2149,Matthew Wilson,Retail,Immediate,In-Store,Lake Oswego,2022-06-03
2150,Noah Williams,Retail,Immediate,In-Store,Portland,2023-02-16
2151,Ethan Patel,Retail,Immediate,In-Store,Portland,2024-11-03
2152,William Kim,Retail,Immediate,In-Store,Portland,2024-04-23
2153,GRACE KIM ,Retail,Immediate,In-Store,Portland,2022-05-08
2154,Sarah Moore,Retail,Immediate,In-Store,Portland,2023-12-19
2155,Olivia Lee,Retail,Immediate,In-Store,Salem,2022-01-21
2156,Ethan Patel,Retail,Immediate,In-Store,Eugene,2024-01-17
2157,MIA WILSON ,Retail,Immediate,In-Store,Portland,2025-08-12
2158,Ethan Davis,Retail,Immediate,In-Store, seattle,2023-10-24
2159,Ava Davis,Retail,Immediate,In-Store,Salem,2025-11-22
2160,Liam Jones,Retail,Immediate,In-Store, lake oswego,2024-08-23
2161,Mia Kim,Retail,Immediate,In-Store,Vancouver,2024-08-31
2162,Joseph Thomas,Retail,Immediate,In-Store,Lake Oswego,2023-01-26
2163,Robert Miller,Retail,Immediate,In-Store,Portland,2025-06-16
2164,David Miller,Retail,Immediate,In-Store,Portland,2023-12-23
2165,Emma Brown,Retail,Immediate,In-Store,Tigard,2022-12-06
2166,Ella Thomas,Retail,Immediate,In-Store, seattle,2025-10-20
2167,CHRISTOPHER WILSON ,Retail,Immediate,In-Store,Salem,2022-02-07
2168,James Lee,Retail,Immediate,In-Store,Portland,2022-11-15
2169,LUCAS WILSON ,Retail,Immediate,In-Store,Beaverton,2025-05-12
2170,Andrew Carter,Retail,Immediate,In-Store,Gresham,2022-05-06
2171,Ethan Williams,Retail,Immediate,In-Store,Portland,2023-06-13
2172,Isabella Jones,Retail,Immediate,In-Store,Salem,2022-09-18
2173,Noah Garcia,Retail,Immediate,In-Store, beaverton,2023-04-29
2174,Hannah Brown,Retail,Immediate,In-Store,Portland,2023-02-09
2175,Mia Williams,Retail,Immediate,In-Store,Portland,2023-08-27
2176,Mason Anderson,Retail,Immediate,In-Store,Portland,2025-08-03
2177,Noah Miller,Retail,Immediate,In-Store,Beaverton,2025-11-06
2178,James Thomas,Retail,Immediate,In-Store,Portland,2022-07-30
2179,SOPHIA KIM ,Retail,Immediate,In-Store, portland,2023-04-12
2180,Noah Patel,Retail,Immediate,In-Store,Portland,2022-03-07
2181,Emma Nelson,Retail,Immediate,In-Store,Eugene,2022-05-02
2182,Isabella Brown,Retail,Immediate,In-Store,Portland,2024-05-19
2183,Grace Patel,Retail,Immediate,In-Store,Lake Oswego,2023-10-31
2184,Mason Jones,Retail,Immediate,In-Store,Gresham,2022-12-08
2185,Ella Garcia,Retail,Immediate,In-Store,Hillsboro,2024-03-13
2186,Ava Davis,Retail,Immediate,In-Store,Salem,2025-10-23
2187,Ava Nguyen,Retail,Immediate,In-Store,Lake Oswego,2024-10-24
2188,James Thomas,Retail,Immediate,In-Store,Beaverton,2023-07-31
2189,Andrew Patel,Retail,Immediate,In-Store,Seattle,2024-11-02
2190,Robert Moore,Retail,Immediate,In-Store,Portland,2022-09-28
2191,Sophia Moore,Retail,Immediate,In-Store,Lake Oswego,2025-01-09
2192,Sarah Brown,Retail,Immediate,In-Store,Portland,2023-10-13
2193,Jessica Patel,Retail,Immediate,In-Store,Corvallis,2022-07-03
2194,James Wilson,Retail,Immediate,In-Store,Portland,2025-11-23
2195,Daniel Davis,Retail,Immediate,In-Store, corvallis,2023-10-19
2196,Robert Anderson,Retail,Immediate,In-Store,Portland,2025-03-23
2197,Matthew Taylor,Retail,Immediate,In-Store,Corvallis,2025-11-30
2198,Madison Jones,Retail,Immediate,In-Store,Beaverton,2023-03-30
2199,Robert Moore,Retail,Immediate,In-Store, portland,2024-04-23
2200,Sophia Kim,Retail,Immediate,In-Store,Lake Oswego,2022-11-06
2201,Joseph Thomas,Retail,Immediate,In-Store,Portland,2023-11-08
2202,WILLIAM MILLER ,Retail,Immediate,In-Store,Portland,2022-06-03
2203,Matthew Patel,Retail,Immediate,In-Store,Portland,2025-12-17
2204,James Patel,Retail,Immediate,In-Store,Portland,2025-05-02
2205,Olivia Miller,Retail,Immediate,In-Store, lake oswego,2023-10-23
2206,Mason Brown,Retail,Immediate,In-Store,Portland,2023-10-25
2207,Liam Smith,Retail,Immediate,In-Store,Hillsboro,2024-11-26
2208,Emma Smith,Retail,Immediate,In-Store,Portland,2025-10-23
2209,Grace Brown,Retail,Immediate,In-Store,Beaverton,2024-05-27
2210,Sophia Garcia,Retail,Immediate,In-Store,Portland,2025-08-18
2211,Mia Brown,Retail,Immediate,In-Store,Portland,2024-11-29
2212,Liam Nelson,Retail,Immediate,In-Store,Beaverton,2025-03-11
2213,Emily Jones,Retail,Immediate,In-Store,Gresham,2023-08-04
2214,Sarah Davis,Retail,Immediate,In-Store,Beaverton,2025-09-19
2215,Noah Patel,Retail,Immediate,In-Store,Lake Oswego,2022-10-13
2216,Michael Davis,Retail,Immediate,In-Store,Portland,2025-02-11
2217,ETHAN JONES ,Retail,Immediate,In-Store, portland,2024-06-08
2218,Ava Moore,Retail,Immediate,In-Store,Bend,2022-01-25
2219,Lucas Brown,Retail,Immediate,In-Store,Portland,2025-04-19
2220,MICHAEL WILSON ,Retail,Immediate,In-Store,Beaverton,2022-04-30
2221,Michael Wilson,Retail,Immediate,In-Store,Portland,2025-01-29
2222,WILLIAM GARCIA ,Retail,Immediate,In-Store,Portland,2023-05-18
2223,Christopher Martin,Retail,Immediate,In-Store,Beaverton,2023-05-09
2224,Hannah Thomas,Retail,Immediate,In-Store,Portland,2025-12-06
2225,Daniel Williams,Retail,Immediate,In-Store,Portland,2025-04-22
2226,ISABELLA TAYLOR ,Retail,Immediate,In-Store,Portland,2024-09-28
2227,Isabella Taylor,Retail,Immediate,In-Store,Beaverton,2025-07-17
2228,Andrew Carter,Retail,Immediate,In-Store,Seattle,2024-07-12
2229,Daniel Nguyen,Retail,Immediate,In-Store,Portland,2022-12-19
2230,Ethan Davis,Retail,Immediate,In-Store, beaverton,2022-10-15
2231,Daniel Miller,Retail,Immediate,In-Store,Portland,2022-11-21
2232,Jessica Martin,Retail,Immediate,In-Store,Hillsboro,2024-03-16
2233,Ella Patel,Retail,Immediate,In-Store,Portland,2022-10-23
2234,Grace Carter,Retail,Immediate,In-Store, hillsboro,2022-12-08
2235,Isabella Brown,Retail,Immediate,In-Store,Portland,2024-02-28
2236,Ella Patel,Retail,Immediate,In-Store,Beaverton,2022-12-17
2237,Isabella Lee,Retail,Immediate,In-Store,Portland,2024-02-28
2238,Grace Garcia,Retail,Immediate,In-Store,Salem,2025-07-24
2239,Olivia Jones,Retail,Immediate,In-Store,Portland,2022-02-19
2240,David Nelson,Retail,Immediate,In-Store,Portland,2024-09-03
2241,JESSICA ANDERSON ,Retail,Immediate,In-Store,Eugene,2024-06-30
2242,Joseph Martin,Retail,Immediate,In-Store,Vancouver,2022-03-08
2243,DAVID MOORE ,Retail,Immediate,In-Store,Bend,2025-09-12
2244,William Taylor,Retail,Immediate,In-Store,Beaverton,2025-02-09
2245,Daniel Anderson,Retail,Immediate,In-Store,Portland,2023-10-17
2246,Andrew Smith,Retail,Immediate,In-Store,Corvallis,2025-05-23
2247,Matthew Lee,Retail,Immediate,In-Store,Portland,2024-05-16
2248,Ella Davis,Retail,Immediate,In-Store,Portland,2024-09-08
2249,EMILY KIM ,Retail,Immediate,In-Store,Tigard,2024-07-20
2250,Noah Wilson,Retail,Immediate,In-Store,Corvallis,2025-01-08
2251,Ethan Kim,Retail,Immediate,In-Store,Portland,2024-06-06
2252,Robert Johnson,Retail,Immediate,In-Store,Vancouver,2022-08-28
2253,Isabella Williams,Retail,Immediate,In-Store,Eugene,2023-08-29
2254,Mia Miller,Retail,Immediate,In-Store,Salem,2023-05-10
2255,Andrew Williams,Retail,Immediate,In-Store,Portland,2025-09-07
2256,Jessica Williams,Retail,Immediate,In-Store,Hillsboro,2022-08-17
2257,William Smith,Retail,Immediate,In-Store,Hillsboro,2025-10-19
2258,William Jones,Retail,Immediate,In-Store,Portland,2024-06-14
2259,Ava Miller,Retail,Immediate,In-Store,Seattle,2024-06-07
2260,James Williams,Retail,Immediate,In-Store,Bend,2023-04-16
2261,Olivia Thomas,Retail,Immediate,In-Store,Portland,2024-09-03
2262,Chloe Johnson,Retail,Immediate,In-Store,Tigard,2022-09-16
2263,ELLA GARCIA ,Retail,Immediate,In-Store,Lake Oswego,2023-06-17
2264,Emily Brown,Retail,Immediate,In-Store,Portland,2025-02-27
2265,Robert Anderson,Retail,Immediate,In-Store,Portland,2023-07-26
2266,OLIVIA DAVIS ,Retail,Immediate,In-Store,Portland,2025-03-21
2267,NOAH MOORE ,Retail,Immediate,In-Store,Hillsboro,2025-05-02
2268,LIAM JONES ,Retail,Immediate,In-Store,Salem,2024-05-31
2269,Matthew Martin,Retail,Immediate,In-Store,Beaverton,2025-01-14
2270,Olivia Davis,Retail,Immediate,In-Store,Portland,2024-12-31
2271,Lucas Wilson,Retail,Immediate,In-Store, hillsboro,2025-10-04
2272,ISABELLA CARTER ,Retail,Immediate,In-Store, lake oswego,2025-12-01
